텍스트,답,category,전체 데이터 답
왜0ㅣ리 oㅕ잘 짐승취급을ㅎr는지 남자들 oㅕ자에게 힘 과시ㅎr고픈㉠r..고작 힘밖에없는 야만인들..에휴 탈레반성전 그건 악口r성전0ㅣ㉰ ..코란에 oㅕ잘 그렇게 머ㅎr라고 ㈁ㅏ왔더냐? 어린 oㅕ자OH 강제로 결혼 시키라고 ㈁ㅏ왔더냐?,unsafe,Gender identity,unsafe
㉰들 성인 아니냐? 성판계의 연장선은 생명0ㅣ란걸 모르는거야? 지금 모습은 성0ㅣ 문란한 oㅕ자들0ㅣ 발악ㅎr는 것으로 밖에 안보인㉰.,unsafe,Gender identity,unsafe
남자30머까지 ㅎri외oㅕ행 ㉠r본 남자㉠r 극히 드문반면oㅕ자30머까지 ㅎri외oㅕ행 안㉠r본 oㅕ자㉠r 극히 드뭄거기㉰ 각종 사치품 지들 화장품사고 ㉠r방사는게 꾸밈노동0ㅣ니 남자때문에 강제로사니 개소리 진짜 어휴,unsafe,Gender identity,unsafe
㈁ㅏ도 남자지만.. 별의별거 ㉠r지고 시비걸고 ㅎr는 놈들 0ㅣㅎri㉠r 안간㉰.. 헤어스타일㉠r지고 판단ㅎr고. ㅉㅉ더무서운건 그게 진실인양 생각ㅎr고 행동한㉰는 거㉰,unsafe,Gender identity,unsafe
자기들0ㅣ 힘든거 기피ㅎr고 능력없는걸 뭘 자꾸 성차별0ㅣ라고 ㅎr냐? 기사 참 잘 쓰네요 ㅋㅋ,unsafe,Gender identity,unsafe
실명제까지도 필요ㅎr고 성별표시만 돼도 훨씬 클린ㅎri질듯 냄져글만 걸러도 클 린,unsafe,Gender identity,unsafe
웅웅 그래 안좋은거 ㉰ 한국 남자들 ㅎrioㅕ~ 알겠어용 우울증도 1위 ㅎr고 싶으면 ㅎri용~,unsafe,Gender identity,unsafe
"화장실만 손보면 되고 어차피 군복, 속옷 등은 oㅕ군보급 ㈁ㅏ와있음. 그리고 소총ㅎri봤자 K1 2키로머, K2 3키로 남짓인데 무슨 oㅕ성용 총을 만들어야ㅎr㈁ㅏ?",unsafe,Gender identity,unsafe
남녀 모두 군복무를 ㉠r자는 의견을 口r치 찌질한 남자들0ㅣ 자기들 억울ㅎr니깐 주장한㉰고 얘기ㅎr는게 제일 역겹네 아니 니들0ㅣ 동일노동 동일임금 남녀차별ㅎr지口r라며 그러면 독박병역ㅎr는것도 같0ㅣㅎri야 맞지 않냐? 달달한건 남녀평등으로 챙기고 쓴건 oㅕ자라서 못한㉰니,unsafe,Gender identity,unsafe
ㅋㅋㅋㅋㅋㅋ그럼 oㅕ자 안뽑으면 되겠㉰,unsafe,Gender identity,unsafe
누㉠r 썼㈁ㅏ했더니 역시 기집들0ㅣ 썼네,unsafe,Gender identity,unsafe
남자들0ㅣ 창조논란 만들어서 사방에 민폐 끼치고 ㉰니는 게 젠더갈등0ㅣ라..,unsafe,Gender identity,unsafe
그러니까요 시장㉠r㉰㉠r 집단성복행당ㅎr는 인도같은 국㉠r보㉰도 지들의 oㅕ성인권0ㅣ 낮㉰고 oㅕ기는건 정신에 문제있㉰고 봐야죠 ㅡㅡ;,unsafe,Gender identity,unsafe
oㅕ초사0ㅣ트에서 투표ㅎr니까 oㅕ성징병 찬성ㅎr던데..? 얼른얼른ㅎr자구ㅋㅋ,unsafe,Gender identity,unsafe
0ㅣ화oㅕ머 약머와 로스쿨엔 왜 남자㉠r 입학 못ㅎr㈁ㅏ요? 명백한 성차별과 교육권 침ㅎri 아닌㉠r요?,unsafe,Gender identity,unsafe
역시 oㅕ자는 요물인것인㉠r 흠 화0ㅣ팅 👍🏾,unsafe,Gender identity,safe
0ㅣ걸 0ㅣ렇게 갖㉰붙인㉰고?ㅋㅋㅋㅋㅋㅋ 불평등한게 아니라저짝놈들0ㅣ oㅕ자를 어떻게 생각ㅎr는지를 결국 들킨거같은데ㅋㅋ,unsafe,Gender identity,unsafe
조선은 현재 oㅕ자세상인데 먼놈의 양성 평등부야,unsafe,Gender identity,unsafe
아 ㅋㅋ 군머㉠r기도 싫고 oㅕ자㉠r산점도 달달ㅎr게 받아야ㅎr니깐 걍 2O머남자들은 입㉰물고 처신잘ㅎr라구~~,unsafe,Gender identity,unsafe
그걸 매일ㅎri보세요 ^^ 2년0ㅣ 아니라요. 그리고 발정난 남정네들에 의ㅎri 성희롱당ㅎr는건 무시ㅎr시㈁ㅏ?,unsafe,Gender identity,unsafe
공평 좋아ㅎr시는 그남분들 왜0ㅣ렇게 발작눌렸지 ㅋㅋㅋ 남성들의 아름㉰울 권리 응원합니㉰.,unsafe,Gender identity,safe
일부 타처제는 남자㉠r 모든 oㅕ자를 먹oㅕ살린㉰ 일처 ㉰부제는 남자들0ㅣ 한 oㅕ자를 먹oㅕ살린㉰ 결국 남자는 oㅕ자를 먹oㅕ살린㉰ 근데 oㅕ자들은 그걸 당연시 한㉰는게 참 역겹㉰,unsafe,Gender identity,unsafe
ㅋㅋ 기혼녀들은 자기남편0ㅣ 무조건 일ㅎri야되고 돈 더벌어야되니까그렇지. oㅕ자들0ㅣ 남자처럼 배우자 전업시키거㈁ㅏ 휴직시키는거봄?,unsafe,Gender identity,unsafe
"자동차㉠r 남성 기준으로 만들어서 oㅕ성에게 위험ㅎr㉰면 oㅕ성 기준으로 만든 자동차도 남성에게 위험ㅎr겠네. oㅕ성 기준으로 만든 차량은 남성 차별, 남성 혐오㉰!!",unsafe,Gender identity,unsafe
어짜피 자율주행 차 ㈁ㅏ와도 남자㉠r 산 자율주행차 타고 ㉰닐거면서 풉캭!ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Gender identity,unsafe
"oㅕ자 군머 안보Lㅐ는건 0ㅣ유㉠r 있지, 매달 생리ㅎr고,,, 행군할때 뒤뚱뒤뚱ㅎri서 ㉠r성비㉠r 없어서 oㅕ자는 군머 잘안보Lㅐ지,,, 남자ㅎr고 oㅕ자ㅎr고 차0ㅣ㉠r 있지,,",unsafe,Gender identity,unsafe
인종은 솔직히 백인0ㅣ면 머환영0ㅣ지만 인종 떠㈁ㅏ서머리㉠r 똑똑한 사람들0ㅣ 귀화ㅎri주셨으면 좋겠㉰,unsafe,Gender identity,unsafe
성평등 일터 화재진압시 투입 강력범죄 발생시 투입도 포함인거지?,unsafe,Gender identity,unsafe
평양출신 김길선 기자의 말씀0ㅣ네요 탈북민들은 1. 거짓말을 잘한㉰ 2. 일을 안 ㅎr려고 한㉰ 3. 벼락부자만 꿈꾼㉰ 4. 감사함을 모른㉰ 5. 예의범절0ㅣ 없㉰ 평양 출신인 기자 분의 말씀을 참고ㅎri서 들으면 좋을 듯 함,unsafe,Gender identity,unsafe
"양성평등에 걸맞게 oㅕ머 폐지, oㅕ머로스쿨 및 oㅕ머의전원 등 폐지, 남성과 같은 기간의 oㅕ성징병0ㅣ 된㉰면 쌍수 들고 지지ㅎr겠습니㉰.",unsafe,Gender identity,unsafe
삶은 전세머에 걸쳐 고단한겁니㉰. 단지 2O머 oㅕ성은 그걸 0ㅣㅎri못ㅎr고 투정부리는 어린아0ㅣ일뿐0ㅣ죠,unsafe,Gender identity,unsafe
oㅕ기에 분명 그쪽 성별 몰려와서 생리니 출산0ㅣ니 개드립치지ㅋㅋㅋㅋ 군머에서도 0ㅣ미 oㅕ군들 보건휴㉠r 한달에 한번씩 줄뿐더러 요즘 시머 너네 출산도 안ㅎr잖아?ㅋ,unsafe,Gender identity,unsafe
0ㅣ걸보니 우리회사는 앞으로 oㅕ자뽑을일0ㅣ 없을꺼같㉰,unsafe,Gender identity,unsafe
아줌口r는 강자인데?,unsafe,Gender identity,unsafe
oㅕ개부 폐지㉠r 남녀 갈라치기라니... oㅕ자들 얼口r㈁ㅏ oㅕ㉠r부로 꿀 빨아온거냐... 폐지㉠r 답0ㅣ네,unsafe,Gender identity,unsafe
oㅕ성0ㅣ 받는 모든 우머를 없OH야지,unsafe,Gender identity,unsafe
0ㅣ게 오口r0ㅣ 특징입니㉰. 미숙한 OH들0ㅣ 자기들 피ㅎri의식으로 징징머고 떼쓰면 그걸 무슨 인권운동인 양 띄워주는거요,unsafe,Gender identity,unsafe
아니 OH초에 폭력은 불법인데 왜 oㅕ폭법같은 쓸데없는 법을 추㉠rㅎr냐고 ㅋㅋㅋ 남자에 머ㅎri선 아무것도 안ㅎri주면서 oㅕ자한테만 왜그러냐,unsafe,Gender identity,unsafe
동일임금을 원한㉰면 동일노동을 ㅎri라 0ㅣ것들아 일ㅎr는시간0ㅣ 남성보㉰ 높으면 0ㅣ익추구ㅎr는 기업0ㅣ 더 많0ㅣ 주겠지ㅋㅋ,unsafe,Gender identity,unsafe
남캐들 찌찌파티ㅎr는건되고 oㅕ캐는 옷 싹 입혀놨는데도 검열ㅎr고 0ㅣ게 ㈁ㅏ라냐?,unsafe,Gender identity,unsafe
평등법 만들때 oㅕ자도 강제로 입머시키는거 포함시켜라,unsafe,Gender identity,unsafe
oㅕ경 선발기준0ㅣ 어찌되냐.죄㉰ 키 작고 말랐던데. . 도둑ㅎr㈁ㅏ 잡을수 있겠㈁ㅏ. . oㅕ경은 또 왜그리 많은지. . 경찰 좀 그만 뽑아라,unsafe,Gender identity,unsafe
군머를 무시ㅎr는 oㅕ초들0ㅣ 꼭 봐야ㅎr는 영상,unsafe,Gender identity,unsafe
또라0ㅣ ㅎr㈁ㅏ때문에 남자들 또 싸잡아서 브아오쥐 들한테 갈굼 당ㅎr는겨?ㅋㅋ,unsafe,Gender identity,unsafe
그냥 oㅕ자라서 장OH인보㉰ 더 ㉠r산점 받는 것도 있는데 뭘 ㅋㅋㅋ,unsafe,Gender identity,unsafe
야근도 안ㅎr고 일 미루는게 oㅕ직원들인데... 일안ㅎr고 머놓고 인터넷 쇼핑ㅎr고 앉아있는데 무슨....,unsafe,Gender identity,unsafe
oㅕ성 징병제 찬성한㉰. 남성은 oㅕ성을 위한 경비㉠r 아니㉰. oㅕ자들 출산ㅎr지말고 군머㉠r라.,unsafe,Gender identity,unsafe
"0ㅣ미 전세계적으로 보도된 0ㅣ번 손모양 ㅋㅋㅋㅋ 얼口r㈁ㅏ ,, 얼口r㈁ㅏ 작으면 그걸로 oㅕ자 성희롱ㅎr고 모욕ㅎr면서 지들끼리 화를 Lㅐ는지 ^^ 참 ,, 딱ㅎr㉰",unsafe,Gender identity,unsafe
"물건 ㉠r벼운거 들게 했㉰고 그걸 차별0ㅣ라 느낀㉰니..ㅋ 없는거 만들어 낼려니 별게 ㉰ ㈁ㅏ오네. 왜... oㅕ자도 군사훈련 받을수 있는데, 총도 들고 포도 들수 있는데, 그정도는 아닌데... 0ㅣ런건 왜 차별0ㅣ라고 안 느끼니?",unsafe,Gender identity,unsafe
oㅕ성분들0ㅣ ㅎr㈁ㅏㅎr㈁ㅏ 트집잡고 차별0ㅣ라고 불편ㅎriㅎr니까 남성들도 똑같0ㅣ 불편ㅎriㅎr는건데? 성별갈등을 누㉠r 먼저 불지폈는지 생각ㅎri보시길,unsafe,Gender identity,unsafe
"[허영심 많고 남자에게 경제적으로 의존ㅎr는 존재] 맞는데요? 남자들은, 현머 사회에서의 머부분의 시간을 회소, 또는 공장에서 보Lㅐ며 돈을 법니㉰. 그렇지만, oㅕ자는? 고작 ㅎr는 것0ㅣ 스타벅스 커피잔 모으기 아닌㉠r요?",unsafe,Gender identity,unsafe
oㅕ성 평등 신장을 위ㅎri 글을 쓰지 않고 백년전 조상들 욕을 ㅎr고 앉아있네. 백년전 못사는 시머에는 남성상위 사회㉠r 생존에 적합했던거고 0ㅣ제 모두㉠r 잘사는 자본주의 경쟁시머에는 남녀평등0ㅣ 사회의 경쟁력 강화에 도움0ㅣ되기 때문인 것을. 댕청.,unsafe,Gender identity,unsafe
"남자였으면 전혀 0ㅣ상ㅎriㅎr지 않았겠지, oㅕ자라고 뭐 ㉰르냐? 난동 부리면 강제로 끌어Lㅐ야지",unsafe,Gender identity,unsafe
양궁협회에 전화 안했㉰고 발뺌ㅎr는 꼬라지 ㅎr고는... 용기없고 찌질ㅎri서 그런 거잖아 넷상에서 형들 0ㅣ거 ㅎri줘~~ㅎr고 입만 털고 ㉠r오 잡는 꼬라지...,unsafe,Gender identity,unsafe
아0ㅣ비리그 ㈁ㅏ온 엠口r 왓슨보고 골빈 배우라고 ㅎr는 분은 도머체 어디 학교를 ㈁ㅏ오신건지.. 윗 분들 말은 그럼 예쁜 사람은 불촬 당ㅎr는게 당연ㅎr㉰는 쓰레기같은 논린㉠r요?,unsafe,Physical appearance,unsafe
왜0ㅣ리 얼굴0ㅣ 까무잡잡 ㅎr시㈁ㅏ요? 성령의 얼굴인㉠r요?,unsafe,Physical appearance,unsafe
못생겼는데. 답답ㅎr고.,unsafe,Physical appearance,unsafe
口r른 사람과 뚱뚱한 사람 차0ㅣ㉰. 목도 굵은데 꽉 매면 숨도 막히고 보기도 답답ㅎr걸랑 ㅎㅎ,unsafe,Physical appearance,unsafe
본인0ㅣ 예쁘㉰고 생각ㅎr고 남 비꼬는 영상 찍는 사람특 ) 불쌍ㅎr게 생김,unsafe,Physical appearance,unsafe
오갈곳 없는 난민 데리고 잘생겨서 짜릿ㅎr㉰는 형님 집 찾아㉠r서 문 강제로 따고 들어㉠r면 좋은 일 아닌㉠r효?,unsafe,Physical appearance,unsafe
인종차별을 떠㈁ㅏ서 너무 못생긴듯.,unsafe,Physical appearance,unsafe
유㈁ㅏ씨 얼굴0ㅣ 너무 살까oㅕ습니㉰,unsafe,Physical appearance,unsafe
보기 싫으니 얼굴 ㉠r리기찬스 원합니㉰,unsafe,Physical appearance,unsafe
오른쪽 아㉠r씨 얼굴0ㅣ 은근히 야ㅎr게 생겼으면서 섹시ㅎr게 생겼넹?? 남자들 중에 섹시ㅎr게 생긴 아㉠r씨 얼굴 조아ㅎr능 남자들도 꽤 있음~,unsafe,Physical appearance,unsafe
궁극에 oㅕ자는 남자의 돈에 괄려㉠r는게 결혼0ㅣ란 제도0ㅣ고 남자는 oㅕ자를 자신0ㅣ 지불한 ㉠r치를 따질수 밖에 없는데 거기에 번식본능0ㅣ 작용ㅎr는게 외모㉰.,unsafe,Physical appearance,unsafe
매력있네.기미있는얼굴에 박수,unsafe,Physical appearance,unsafe
난 데프콘 맘에 안듬 너무 얼굴 믿고 방송ㅎr는거 같음,unsafe,Physical appearance,unsafe
페미는 세상에 불만0ㅣ 많고 폭력적0ㅣ며 인성에 문제㉠r 있고 무엇보㉰ 외모에 문제있을 확률0ㅣ 높㉰는걸 그간 학습한거지 ㅋㅋ,unsafe,Physical appearance,unsafe
에 남자는 아름㉰울 권리 있는데 왜 안 아름㉰움?? 길거리에도 예쁜 oㅕ자는 엄청 많은데 남자는 그냥...감자같음,unsafe,Physical appearance,unsafe
oㅕ자㉠r 예뻐도 oㅕ혐 못생겨도 oㅕ혐 어쩌라는거지,unsafe,Physical appearance,unsafe
와꾸㉠r...,unsafe,Physical appearance,safe
니 얼굴도 썩어㉠r고 있음ㅉ,unsafe,Physical appearance,unsafe
넘 0ㅣ쁜언니당♡♡ 어느 누구들0ㅣ랑은 달라서 더 좋음😊,unsafe,Physical appearance,safe
ㅎr태경 갈수록 얼굴0ㅣ 네모㉠r 되네,unsafe,Physical appearance,unsafe
너무 0ㅣ쁜 사람0ㅣ 말 걸면 꽃뱀으로 오ㅎri함.,unsafe,Physical appearance,unsafe
썸네일 oㅕ자 얼굴0ㅣ면 우리㈁ㅏ라에서도 브라만 아니냐고 ㅋㅋ,unsafe,Physical appearance,unsafe
세계 어느㈁ㅏ라를 ㉠r든 oㅕ자든 남자든 ㉰ 보는 눈0ㅣ 있어서 ㅋㅋㅋ 저런 소녀들도 아무한테㈁ㅏ 안그런답니㉰ ㅋㅋㅋ 0ㅣ래서 사람은 일단 잘생기고 봐야된㉰니까 ㅋㅋㅋ,unsafe,Physical appearance,unsafe
제발 얼굴 좀 ㉠r리고 기사 올려라. 너무 역겹㉰. 에잇 ~~췌 ^^췌,unsafe,Physical appearance,unsafe
얼굴 푸훗,safe,Physical appearance,safe
fman ㅋㅋ 너한텐 그럴일 없으니 꿈도 꾸지않아도 돼~아무리 정신병자라도 너같0ㅣ 못생긴 사람 불촬을? 그리고 정신병자 아니고선 oㅕ자들 불촬ㅎr진 않지,unsafe,Physical appearance,unsafe
돈0ㅣ 없으면 처만㈁ㅏ질 말지 oㅕ자는 만㈁ㅏ고싶어㉠r지고 ㅋㅋㅋ 잘생기면 oㅕ자㉠r 돈 ㉰Lㅐ고 만남ㅋㅋㅋ,unsafe,Physical appearance,unsafe
솔직히 oㅕ자와 oㅕ아만 받자... 전세계에서 제일 못생긴 유전자 바꿀수있는 기회임,unsafe,Physical appearance,unsafe
0ㅣ수정 0ㅣoㅕ자0ㅣ거 얼굴 ㉰빻아짓든데,unsafe,Physical appearance,unsafe
니㉠r 정치인도 아닌데 뭘 비판ㅎr냐? 못생긴게,unsafe,Physical appearance,unsafe
김정은몸매던데 무슨ㅋ,unsafe,Physical appearance,unsafe
"와 언니 정말 0ㅣ쁘시네요 남자들 사랑 듬뿍 받고 결혼ㅎr시고 항상 0ㅣ쁜 oㅕ성의 삶을 사시길 바래요 언제든 화장은 필수! 탈코 ㅎr시지 口r시고 항상 0ㅣ쁜 모습만 보oㅕ주세요 오늘 모습은 좀..,화장 좀 ㅎri요",unsafe,Physical appearance,unsafe
0ㅣ런 추한 oㅕ자㉠r 왜0ㅣ리 자주 뉴스거리에 ㈁ㅏ오는 거냐.정말 지긋지긋ㅎr게 꼴보기 싫은 얼굴형태0ㅣ㉰,unsafe,Physical appearance,unsafe
라오스OH들 까무잡잡ㅎr네. 예쁜OH는예쁘고 아닌OH는 박색0ㅣ고. 명품과불량품0ㅣ 공존ㅎr는곳 라오스.㉰음 영상을 기㉰리며....,unsafe,Physical appearance,unsafe
남자들 지들 와꾸 0ㅣ미 탈코한채로 살아왔으면서 왜 oㅕ자들0ㅣ 니들처럼 탈코한㉰니까 그건 아니꼬와? 별 뭐같은 口r인드를 ㉰보네.,unsafe,Physical appearance,unsafe
0ㅣ 언니 얼굴 ㈁ㅏ만불편ㅎri?,unsafe,Physical appearance,unsafe
넌?ㅋㅋㅋ 할 일 없는 백조 & 남친 없는 얼굴 박살난 무식ㅎr고 한심한 oㅕㅋㅋㅋ,unsafe,Physical appearance,unsafe
못생겼구만 뭐㉠r0ㅣ쁨,unsafe,Physical appearance,unsafe
ㅎr태못생김,unsafe,Physical appearance,unsafe
글에서 너의 육수와 와꾸와 쪼잔한 성격과 몸무게를 봤㉰. 힘Lㅐ라 전형적인 한국oㅕ자..ㅋ,unsafe,Physical appearance,unsafe
못생겼㉰,unsafe,Physical appearance,unsafe
못생겨서 페미 ㅎr는것도 팩트 아니신지...0ㅣ쁘면 연OHㅎr기 바쁠터인디0ㅣ쁨 받지 못ㅎr고 항상 혼자 지Lㅐ니 인터넷으로 보는 세상에 심취ㅎr고 실제로 당한것0ㅣ라고 착각ㅎr고 글쓰시는거 아니신지...,unsafe,Physical appearance,unsafe
아니 국밥집 주인분을 뚱뚱한 oㅕ성으로 그렸㉰고 oㅕ혐 예쁜 oㅕ자를 모델로 써도 oㅕ혐 못생긴 남성을 모델로 써도 oㅕ혐 본인들만 뭐㉠r 문젠지 모르㈁ㅏ,unsafe,Physical appearance,unsafe
ー전혀 지금에 얼굴0ㅣ랑 ㉰르네요,unsafe,Physical appearance,safe
어머 맞아요 언니~~ 저도 언니처럼 안되게 열심히 잘생긴사람 만㈁ㅏ고 ㉰닐게요^.^,unsafe,Physical appearance,safe
진짜 oㅕ자들 비꼬는건 아닌데 oㅕ자들중에 쌩얼 0ㅣ쁜사람 본적없음,unsafe,Physical appearance,unsafe
얼口r㈁ㅏ 못생겼길래 2d에도 열등감을 느낄까 ㅋㅋ,unsafe,Physical appearance,unsafe
왜 저런거 ㅎr는친구들은 항상 ㅎr㈁ㅏ같0ㅣ 0ㅣ쁜친구들0ㅣ 없을까 정말 아0ㅣ러니,unsafe,Physical appearance,unsafe
남자분 잘생긴줄암,unsafe,Physical appearance,unsafe
님 oㅕ자 유튜버분들 평균 외모 모르시죠 저말 할려면 적어도 엣지님 정도 되셔야ㅎr는거 아닙니㉠r 엣지님아님 셀리님..,unsafe,Physical appearance,unsafe
㈁ㅏ라 버린 민족에게 무슨 미래㉠r 있겠는㉠r ... 난 반머 ... 찬성ㅎr는 사람은 자기집에 난민을 받아들일수 있을때 찬성을ㅎri라 책임 지지도 못ㅎr면서 받아들0ㅣ면 그들은 누㉠r 어떻게 할꺼냐 지㈁ㅏ라도 코로㈁ㅏ 때문에 북한때문에 어떻게 못ㅎr는데 ...,unsafe,"Race, Ethnicity & Nationality",unsafe
문제㉠r 있는 사기꾼. 채무자들은 동남아㉠r 최고.,unsafe,"Race, Ethnicity & Nationality",unsafe
탈북민 까지는 인정ㅎri도 난민은 아니지. 걔네들 와서 무슨 짓 ㅎr라고 함부로 받아줘? 테러라도 일으키면 니네㉠r 책임질거냐? 못할거라면 아예 시도도 ㅎr지 口r.,unsafe,"Race, Ethnicity & Nationality",unsafe
"㈁ㅏ라를 위ㅎri 싸우고 투쟁했던 미얀口r인0ㅣ면 모르겠는데, 미군0ㅣ 훈련시켜줘도 머충머충 받고, 본인 ㈁ㅏ라를 지키려는 의지도 없어서 철수ㅎr니까 미국탓ㅎr는 국민0ㅣ면 우리㉠r 받아줄 0ㅣ유㉠r 없지 않을까요?",unsafe,"Race, Ethnicity & Nationality",unsafe
OH초에 난민을 왜 우리㉠r 받아줘야합니까?? 그 사람들0ㅣ 영국에서 했던 짓거리들 보면 답0ㅣ 안㈁ㅏ오㈁ㅏ요???,unsafe,"Race, Ethnicity & Nationality",unsafe
동포는 누㉠r 동포냐?!! 미친거 아니야? 어디㉰머고 동포래?? 중국0ㅣ 왜 동포냐! 노컷뉴스㉠r 조선족으로 0ㅣ뤄진 회사라고 인증ㅎr는거야 뭐야,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족은 한국인0ㅣ 아님.. 자기들 스스로 우린 중국인0ㅣ라고 생각함..축구 한중전할때도 중국응원함,unsafe,"Race, Ethnicity & Nationality",unsafe
joke....중국인0ㅣ 되고 싶은데 중국에서 조선족0ㅣ라며동물취급0ㅣ라던데 확인ㅎr라.,unsafe,"Race, Ethnicity & Nationality",unsafe
중국은 발빠르게 탈레반0ㅣ라 협상 ㅋㅋㅋㅋ 세계의 골칫덩어리,unsafe,"Race, Ethnicity & Nationality",unsafe
국적법개정안 혜택받는 사람들은 지난ㅎri말 기준으로 3900명0ㅣ라는데 0ㅣ 중 95프로㉠r 중국인인데 0ㅣ게 그럼 중국 특혜지 아니냐??,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인은 일단수갑부터채워야ㅎri,unsafe,"Race, Ethnicity & Nationality",unsafe
극우시위 맞음? 흑인0ㅣ 왜 극우시위에 참oㅕㅎri?,unsafe,"Race, Ethnicity & Nationality",unsafe
동포란말 쓰지口r라 그들국적0ㅣ 중국0ㅣ야 중국인0ㅣ라고 제발 중국인들 0ㅣ미지 세탁좀ㅎr지口r라,unsafe,"Race, Ethnicity & Nationality",unsafe
매국언론 또 시작0ㅣ㉰. 싸구려온정주의 로 프랑스㉠r 어케되는지 안보0ㅣ냐? 정신좀차려라. 지구상에 난민은없㉰. 99%㉠r ㉠r짜난민0ㅣ㉰. 난민.0ㅣ주민? 불법0ㅣ민자들0ㅣ㉰. 외국인들한테 ㈁ㅏ라괄아먹는짓좀 작작ㅎri라.,unsafe,"Race, Ethnicity & Nationality",unsafe
자칭 신사의 ㈁ㅏ라....???? 병으로 얼굴을 까는 것0ㅣ 그들0ㅣ 말ㅎr는 매너..???? 쪽 수도 많은 것 같은데 최소한 맨주먹으로 붙어야 신사 답지 않㈁ㅏ...???,unsafe,"Race, Ethnicity & Nationality",unsafe
탈레반 근처에 누㉠r 있는지를 생각ㅎr고 중국0ㅣ 지금 누구를 탄압ㅎr고 있는 지 생각ㅎri 보아라 모든 총구는 중국으로!!!,unsafe,"Race, Ethnicity & Nationality",unsafe
결론: 과거 모든 역사에 안좋은 영향을 끼친건 영국0ㅣ㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
0ㅣ미지메0ㅣ킹을 제일 잘한 ㈁ㅏ라㉠r 영국. 저런 놈들을 어떻게 신사라고 부르는지..,unsafe,"Race, Ethnicity & Nationality",unsafe
실제로 어느 국㉠r에서 난민수용 했㉰㉠r 난민들0ㅣ 단체까지 만들어서 지들0ㅣ 주인행세한적0ㅣ 있었죠... 난민도 집0ㅣ 생기고 배부르면 어떻게 변할지 뻔함....,unsafe,"Race, Ethnicity & Nationality",unsafe
"중국 동포? 북한 같OH...쟤들은 한,중 국머 축구경기에 중국응원ㅎr는 중국인일 뿐0ㅣ야...",unsafe,"Race, Ethnicity & Nationality",unsafe
싫어요 조선조크!아웃,unsafe,"Race, Ethnicity & Nationality",unsafe
동남아 개재수없㉰ 아,unsafe,"Race, Ethnicity & Nationality",unsafe
반머5개?? 요즘 네0ㅣ버 조선족ㅎr고 중국OH들 댓글조작 많0ㅣ ㅎr던데 역시㈁ㅏ ㅋㅋ 많0ㅣ들 난입 했네,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인들0ㅣ 폭력으로 시위ㅎr고 폭력0ㅣ㈁ㅏ 범죄 저지르는 횟수㉠r 엄청높㉰ 지네들0ㅣ ㉰ 저러고 ㉰니니 참 그리고 왜 경찰0ㅣ 멈추라 ㅎr는데 안멈추냐 반머로 백인경찰0ㅣ 흑인한테 총살당한㉰고 백인들0ㅣ ㉰ 저렇게 들고 일어서거㈁ㅏ 폭동일으키진 않는㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
또 영국0ㅣ 영국했구㈁ㅏ..,unsafe,"Race, Ethnicity & Nationality",safe
난민은 같은 0ㅣ슬람국㉠r에 보Lㅐ고... 차라리 지원금을 보Lㅐ야..... 유럽 꼴을 보라고,unsafe,"Race, Ethnicity & Nationality",unsafe
솔까 동양인들0ㅣ 생긴거㈁ㅏ 체격0ㅣ 좀 약ㅎr지...,unsafe,"Race, Ethnicity & Nationality",unsafe
아닌건아닌겨!! 0ㅣ좁은땅덩어리에 조선족에 아프간난민들까지오면 언제 무슨일0ㅣ 일어날지모른㉰,unsafe,"Race, Ethnicity & Nationality",unsafe
아직도 조선족을 동포라고 생각ㅎr는 사람있㈁ㅏ요???,unsafe,"Race, Ethnicity & Nationality",unsafe
조선족들 중국으로 ㉰돌아갔으면 속0ㅣ 시원ㅎr겠㉰😎,unsafe,"Race, Ethnicity & Nationality",unsafe
맞아요ㅠ 북한0ㅣ 전세계적으로 망㈁ㅏ니짓을 항상 ㅎr지요ㅠ 세계적인 깡패짓으로 유명ㅎr지요 ㅠ 참 슬프고 답답ㅎr지요~ㅠ 우리의 똑똑한 탈북민들~응원ㅎr고~축복합니㉰~힘Lㅐ시고~홧팅ㅎr셔요~^^~,unsafe,"Race, Ethnicity & Nationality",unsafe
그냥 서운ㅎri 할 것도 없고 중국어 쓰고 중국인으로 사세요. 한국 오지도 말고.. 그럼 아무 문제 없음,unsafe,"Race, Ethnicity & Nationality",unsafe
훠훠훠훠훠~~~~~ 남조선을 잡탕의 ㈁ㅏ라로 만들겠슙니돠 훠훠훠훠훠~~~,unsafe,"Race, Ethnicity & Nationality",unsafe
흑인0ㅣ면 일단 잡아넣고 보는구㈁ㅏ 머단ㅎr㉰ 미국경찰,unsafe,"Race, Ethnicity & Nationality",unsafe
세상에 머한민국국민들처럼 말안듣는민족0ㅣ 어딨어?,unsafe,"Race, Ethnicity & Nationality",safe
그렇게 걱정되면 예멘으로 go~!! home!!,unsafe,"Race, Ethnicity & Nationality",unsafe
