텍스트,답,category,전체 데이터 답
왜 남 자 들 이 남 녀 가 동 등 해 야 한 다 에 군 대 만 죽 어 라 외 치 겠 냐 ㅋ ㅋ 그 거 1 년 6 개 월 빼 고 지 들 이 피 해 보 는 거 하 나 도 없 음 . 집 안 에 서 아 들 로 태 어 나 사 회 에 서 남 성 으 로 진 출 해 가 정 에 서 아 버 지 로 사 위 로 사 는 게 훨 씬 나 은 거 뇌 없 는 놈 이 와 도 인 정 하 거 든,unsafe,Gender identity,unsafe
여 자 는 기 분 이 너 무 롤 러 코 스 터 야,unsafe,Gender identity,safe
"저 아 줌 마 들 은 남 자 들 과 동 등 한 입 장 이 되 려 는 게 아 니 라 , 아 예 남 자 들 위 에 군 림 해 서 짓 밟 고 싶 어 하 는 거 같 은 데 .",unsafe,Gender identity,unsafe
"저 런 걸 보 고 도 가 만 있 냐 아 프 간 이 남 성 들 은 , , 참 , ,",unsafe,Gender identity,unsafe
". 집 에 불 이 나 거 들 랑 . . 남 자 소 방 관 부 르 지 말 고 여 성 소 방 관 불 러 꺼 시 고 . . . 전 쟁 나 면 총 줄 테 니 여 군 과 함 께 싸 우 시 고 물 에 "" 빠 지 거 들 랑 . . 여 자 구 조 사 가 올 때 까 지 기 다 리 세 요 . . 저 승 가 시 는 걸 음 고 이 접 이 보 내 드 리 오 다 . .",unsafe,Gender identity,unsafe
그 런 남 자 를 자 우 한 것 은 여 자 였 지 여 자 의 입 김 으 로 죽 은 남 자 들 이 많 은 걸 로 알 고 있 는 데,unsafe,Gender identity,unsafe
시 간 날 짜 싹 다 잘 린 그 캡 처 본 ? 그 게 증 거 의 자 격 이 됨 ? 그 리 고 실 제 로 한 말 이 라 해 도 여 자 들 이 생 존 권 외 칠 때 데 이 트 비 용 반 반 내 자 며 한 강 물 뛰 어 내 려 서 죽 어 버 린 한 국 남 성 을 여 자 들 이 왜 추 모 해 야 함 ㅋ ㅋ 여 자 들 이 죽 였 음 ?,unsafe,Gender identity,unsafe
남 자 가 했 더 라 면 잡 아 갔 을 걸,unsafe,Gender identity,unsafe
고 속 도 로 휴 계 소 가 면 아 줌 마 들 자 리 없 다 고 남 자 화 장 실 막 들 어 옴,unsafe,Gender identity,unsafe
난 진 짜 한 국 남 자 ( 들 ) 너 무 싫 다 나 이 상 관 없 이 우 리 나 라 는 발 전 하 려 면 남 자 다 없 애 라,unsafe,Gender identity,unsafe
우 리 나 라 사 람 인 척 하 는 조 선 족 은 많 이 봤 지 만 조 선 족 이 되 고 싶 은 한 국 인 은 처 음 보 는 것 같 다 . 나 라 가 미 쳐 가 니,unsafe,Gender identity,unsafe
캘 리 포 니 아 에 안 사 는 게 참 다 행 이 다 � � ❤ ️,unsafe,Gender identity,safe
군 가 산 점 제 부 활 은 맞 고 여 자 위 주 로 돌 아 가 는 건 아 니 고 요,unsafe,Gender identity,safe
왜 이 리 여 잘 짐 승 취 급 을 하 는 지 남 자 들 여 자 에 게 힘 과 시 하 고 픈 가 . . 고 작 힘 밖 에 없 는 야 만 인 들 . . 에 휴 탈 레 반 성 전 그 건 악 마 성 전 이 다 . . 코 란 에 여 잘 그 렇 게 대 하 라 고 나 왔 더 냐 ? 어 린 여 자 애 강 제 로 결 혼 시 키 라 고 나 왔 더 냐 ?,unsafe,Gender identity,unsafe
다 들 성 인 아 니 냐 ? 성 관 계 의 연 장 선 은 생 명 이 란 걸 모 르 는 거 야 ? 지 금 모 습 은 성 이 문 란 한 여 자 들 이 발 악 하 는 것 으 로 밖 에 안 보 인 다 .,unsafe,Gender identity,unsafe
남 자 3 0 대 까 지 해 외 여 행 가 본 남 자 가 극 히 드 문 반 면 여 자 3 0 대 까 지 해 외 여 행 안 가 본 여 자 가 극 히 드 뭄 거 기 다 각 종 사 치 품 지 들 화 장 품 사 고 가 방 사 는 게 꾸 밈 노 동 이 니 남 자 때 문 에 강 제 로 사 니 개 소 리 진 짜 어 휴,unsafe,Gender identity,unsafe
나 도 남 자 지 만 . . 별 의 별 거 가 지 고 시 비 걸 고 하 는 놈 들 이 해 가 안 간 다 . . 헤 어 스 타 일 가 지 고 판 단 하 고 . ㅉ ㅉ 더 무 서 운 건 그 게 진 실 인 양 생 각 하 고 행 동 한 다 는 거 다,unsafe,Gender identity,unsafe
자 기 들 이 힘 든 거 기 피 하 고 능 력 없 는 걸 뭘 자 꾸 성 차 별 이 라 고 하 냐 ? 기 사 참 잘 쓰 네 요 ㅋ ㅋ,unsafe,Gender identity,unsafe
실 명 제 까 지 도 필 요 하 고 성 별 표 시 만 돼 도 훨 씬 클 린 해 질 듯 냄 져 글 만 걸 러 도 클 린,unsafe,Gender identity,unsafe
웅 웅 그 래 안 좋 은 거 다 한 국 남 자 들 해 여 ~ 알 겠 어 용 우 울 증 도 1 위 하 고 싶 으 면 해 용 ~,unsafe,Gender identity,unsafe
"화 장 실 만 손 보 면 되 고 어 차 피 군 복 , 속 옷 등 은 여 군 보 급 나 와 있 음 . 그 리 고 소 총 해 봤 자 K 1 2 키 로 대 , K 2 3 키 로 남 짓 인 데 무 슨 여 성 용 총 을 만 들 어 야 하 나 ?",unsafe,Gender identity,unsafe
남 녀 모 두 군 복 무 를 가 자 는 의 견 을 마 치 찌 질 한 남 자 들 이 자 기 들 억 울 하 니 깐 주 장 한 다 고 얘 기 하 는 게 제 일 역 겹 네 아 니 니 들 이 동 일 노 동 동 일 임 금 남 녀 차 별 하 지 마 라 며 그 러 면 독 박 병 역 하 는 것 도 같 이 해 야 맞 지 않 냐 ? 달 달 한 건 남 녀 평 등 으 로 챙 기 고 쓴 건 여 자 라 서 못 한 다 니,unsafe,Gender identity,unsafe
ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 그 럼 여 자 안 뽑 으 면 되 겠 다,unsafe,Gender identity,unsafe
누 가 썼 나 했 더 니 역 시 기 집 들 이 썼 네,unsafe,Gender identity,unsafe
남 자 들 이 창 조 논 란 만 들 어 서 사 방 에 민 폐 끼 치 고 다 니 는 게 젠 더 갈 등 이 라 . .,unsafe,Gender identity,unsafe
그 러 니 까 요 시 장 가 다 가 집 단 성 복 행 당 하 는 인 도 같 은 국 가 보 다 도 지 들 의 여 성 인 권 이 낮 다 고 여 기 는 건 정 신 에 문 제 있 다 고 봐 야 죠 ㅡ ㅡ ;,unsafe,Gender identity,unsafe
여 초 사 이 트 에 서 투 표 하 니 까 여 성 징 병 찬 성 하 던 데 . . ? 얼 른 얼 른 하 자 구 ㅋ ㅋ,unsafe,Gender identity,unsafe
이 화 여 대 약 대 와 로 스 쿨 엔 왜 남 자 가 입 학 못 하 나 요 ? 명 백 한 성 차 별 과 교 육 권 침 해 아 닌 가 요 ?,unsafe,Gender identity,unsafe
역 시 여 자 는 요 물 인 것 인 가 흠 화 이 팅 � � � �,unsafe,Gender identity,safe
이 걸 이 렇 게 갖 다 붙 인 다 고 ? ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ 불 평 등 한 게 아 니 라 저 짝 놈 들 이 여 자 를 어 떻 게 생 각 하 는 지 를 결 국 들 킨 거 같 은 데 ㅋ ㅋ,unsafe,Gender identity,unsafe
조 선 은 현 재 여 자 세 상 인 데 먼 놈 의 양 성 평 등 부 야,unsafe,Gender identity,unsafe
아 ㅋ ㅋ 군 대 가 기 도 싫 고 여 자 가 산 점 도 달 달 하 게 받 아 야 하 니 깐 걍 2 0 대 남 자 들 은 입 다 물 고 처 신 잘 하 라 구 ~ ~,unsafe,Gender identity,unsafe
그 걸 매 일 해 보 세 요 ^ ^ 2 년 이 아 니 라 요 . 그 리 고 발 정 난 남 정 네 들 에 의 해 성 희 롱 당 하 는 건 무 시 하 시 나 ?,unsafe,Gender identity,unsafe
공 평 좋 아 하 시 는 그 남 분 들 왜 이 렇 게 발 작 눌 렸 지 ㅋ ㅋ ㅋ 남 성 들 의 아 름 다 울 권 리 응 원 합 니 다 .,unsafe,Gender identity,safe
일 부 타 처 제 는 남 자 가 모 든 여 자 를 먹 여 살 린 다 일 처 다 부 제 는 남 자 들 이 한 여 자 를 먹 여 살 린 다 결 국 남 자 는 여 자 를 먹 여 살 린 다 근 데 여 자 들 은 그 걸 당 연 시 한 다 는 게 참 역 겹 다,unsafe,Gender identity,unsafe
ㅋ ㅋ 기 혼 녀 들 은 자 기 남 편 이 무 조 건 일 해 야 되 고 돈 더 벌 어 야 되 니 까 그 렇 지 . 여 자 들 이 남 자 처 럼 배 우 자 전 업 시 키 거 나 휴 직 시 키 는 거 봄 ?,unsafe,Gender identity,unsafe
"자 동 차 가 남 성 기 준 으 로 만 들 어 서 여 성 에 게 위 험 하 다 면 여 성 기 준 으 로 만 든 자 동 차 도 남 성 에 게 위 험 하 겠 네 . 여 성 기 준 으 로 만 든 차 량 은 남 성 차 별 , 남 성 혐 오 다 ! !",unsafe,Gender identity,unsafe
어 짜 피 자 율 주 행 차 나 와 도 남 자 가 산 자 율 주 행 차 타 고 다 닐 거 면 서 풉 캭 ! ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
"여 자 군 대 안 보 내 는 건 이 유 가 있 지 , 매 달 생 리 하 고 , , , 행 군 할 때 뒤 뚱 뒤 뚱 해 서 가 성 비 가 없 어 서 여 자 는 군 대 잘 안 보 내 지 , , , 남 자 하 고 여 자 하 고 차 이 가 있 지 , ,",unsafe,Gender identity,unsafe
인 종 은 솔 직 히 백 인 이 면 대 환 영 이 지 만 인 종 떠 나 서 머 리 가 똑 똑 한 사 람 들 이 귀 화 해 주 셨 으 면 좋 겠 다,unsafe,Gender identity,unsafe
성 평 등 일 터 화 재 진 압 시 투 입 강 력 범 죄 발 생 시 투 입 도 포 함 인 거 지 ?,unsafe,Gender identity,unsafe
평 양 출 신 김 길 선 기 자 의 말 씀 이 네 요 탈 북 민 들 은 1 . 거 짓 말 을 잘 한 다 2 . 일 을 안 하 려 고 한 다 3 . 벼 락 부 자 만 꿈 꾼 다 4 . 감 사 함 을 모 른 다 5 . 예 의 범 절 이 없 다 평 양 출 신 인 기 자 분 의 말 씀 을 참 고 해 서 들 으 면 좋 을 듯 함,unsafe,Gender identity,unsafe
"양 성 평 등 에 걸 맞 게 여 대 폐 지 , 여 대 로 스 쿨 및 여 대 의 전 원 등 폐 지 , 남 성 과 같 은 기 간 의 여 성 징 병 이 된 다 면 쌍 수 들 고 지 지 하 겠 습 니 다 .",unsafe,Gender identity,unsafe
삶 은 전 세 대 에 걸 쳐 고 단 한 겁 니 다 . 단 지 2 0 대 여 성 은 그 걸 이 해 못 하 고 투 정 부 리 는 어 린 아 이 일 뿐 이 죠,unsafe,Gender identity,unsafe
여 기 에 분 명 그 쪽 성 별 몰 려 와 서 생 리 니 출 산 이 니 개 드 립 치 지 ㅋ ㅋ ㅋ ㅋ 군 대 에 서 도 이 미 여 군 들 보 건 휴 가 한 달 에 한 번 씩 줄 뿐 더 러 요 즘 시 대 너 네 출 산 도 안 하 잖 아 ? ㅋ,unsafe,Gender identity,unsafe
이 걸 보 니 우 리 회 사 는 앞 으 로 여 자 뽑 을 일 이 없 을 꺼 같 다,unsafe,Gender identity,unsafe
아 줌 마 는 강 자 인 데 ?,unsafe,Gender identity,unsafe
여 개 부 폐 지 가 남 녀 갈 라 치 기 라 니 . . . 여 자 들 얼 마 나 여 가 부 로 꿀 빨 아 온 거 냐 . . . 폐 지 가 답 이 네,unsafe,Gender identity,unsafe
여 성 이 받 는 모 든 우 대 를 없 애 야 지,unsafe,Gender identity,unsafe
이 게 오 마 이 특 징 입 니 다 . 미 숙 한 애 들 이 자 기 들 피 해 의 식 으 로 징 징 대 고 떼 쓰 면 그 걸 무 슨 인 권 운 동 인 양 띄 워 주 는 거 요,unsafe,Gender identity,unsafe
아 니 애 초 에 폭 력 은 불 법 인 데 왜 여 폭 법 같 은 쓸 데 없 는 법 을 추 가 하 냐 고 ㅋ ㅋ ㅋ 남 자 에 대 해 선 아 무 것 도 안 해 주 면 서 여 자 한 테 만 왜 그 러 냐,unsafe,Gender identity,unsafe
동 일 임 금 을 원 한 다 면 동 일 노 동 을 해 라 이 것 들 아 일 하 는 시 간 이 남 성 보 다 높 으 면 이 익 추 구 하 는 기 업 이 더 많 이 주 겠 지 ㅋ ㅋ,unsafe,Gender identity,unsafe
남 캐 들 찌 찌 파 티 하 는 건 되 고 여 캐 는 옷 싹 입 혀 놨 는 데 도 검 열 하 고 이 게 나 라 냐 ?,unsafe,Gender identity,unsafe
평 등 법 만 들 때 여 자 도 강 제 로 입 대 시 키 는 거 포 함 시 켜 라,unsafe,Gender identity,unsafe
여 경 선 발 기 준 이 어 찌 되 냐 . 죄 다 키 작 고 말 랐 던 데 . . 도 둑 하 나 잡 을 수 있 겠 나 . . 여 경 은 또 왜 그 리 많 은 지 . . 경 찰 좀 그 만 뽑 아 라,unsafe,Gender identity,unsafe
군 대 를 무 시 하 는 여 초 들 이 꼭 봐 야 하 는 영 상,unsafe,Gender identity,unsafe
또 라 이 하 나 때 문 에 남 자 들 또 싸 잡 아 서 브 아 오 쥐 들 한 테 갈 굼 당 하 는 겨 ? ㅋ ㅋ,unsafe,Gender identity,unsafe
그 냥 여 자 라 서 장 애 인 보 다 더 가 산 점 받 는 것 도 있 는 데 뭘 ㅋ ㅋ ㅋ,unsafe,Gender identity,unsafe
야 근 도 안 하 고 일 미 루 는 게 여 직 원 들 인 데 . . . 일 안 하 고 대 놓 고 인 터 넷 쇼 핑 하 고 앉 아 있 는 데 무 슨 . . . .,unsafe,Gender identity,unsafe
여 성 징 병 제 찬 성 한 다 . 남 성 은 여 성 을 위 한 경 비 가 아 니 다 . 여 자 들 출 산 하 지 말 고 군 대 가 라 .,unsafe,Gender identity,unsafe
"이 미 전 세 계 적 으 로 보 도 된 이 번 손 모 양 ㅋ ㅋ ㅋ ㅋ 얼 마 나 , , 얼 마 나 작 으 면 그 걸 로 여 자 성 희 롱 하 고 모 욕 하 면 서 지 들 끼 리 화 를 내 는 지 ^ ^ 참 , , 딱 하 다",unsafe,Gender identity,unsafe
"물 건 가 벼 운 거 들 게 했 다 고 그 걸 차 별 이 라 느 낀 다 니 . . ㅋ 없 는 거 만 들 어 낼 려 니 별 게 다 나 오 네 . 왜 . . . 여 자 도 군 사 훈 련 받 을 수 있 는 데 , 총 도 들 고 포 도 들 수 있 는 데 , 그 정 도 는 아 닌 데 . . . 이 런 건 왜 차 별 이 라 고 안 느 끼 니 ?",unsafe,Gender identity,unsafe
여 성 분 들 이 하 나 하 나 트 집 잡 고 차 별 이 라 고 불 편 해 하 니 까 남 성 들 도 똑 같 이 불 편 해 하 는 건 데 ? 성 별 갈 등 을 누 가 먼 저 불 지 폈 는 지 생 각 해 보 시 길,unsafe,Gender identity,unsafe
"[ 허 영 심 많 고 남 자 에 게 경 제 적 으 로 의 존 하 는 존 재 ] 맞 는 데 요 ? 남 자 들 은 , 현 대 사 회 에 서 의 대 부 분 의 시 간 을 회 소 , 또 는 공 장 에 서 보 내 며 돈 을 법 니 다 . 그 렇 지 만 , 여 자 는 ? 고 작 하 는 것 이 스 타 벅 스 커 피 잔 모 으 기 아 닌 가 요 ?",unsafe,Gender identity,unsafe
여 성 평 등 신 장 을 위 해 글 을 쓰 지 않 고 백 년 전 조 상 들 욕 을 하 고 앉 아 있 네 . 백 년 전 못 사 는 시 대 에 는 남 성 상 위 사 회 가 생 존 에 적 합 했 던 거 고 이 제 모 두 가 잘 사 는 자 본 주 의 경 쟁 시 대 에 는 남 녀 평 등 이 사 회 의 경 쟁 력 강 화 에 도 움 이 되 기 때 문 인 것 을 . 멍 청 .,unsafe,Gender identity,unsafe
"남 자 였 으 면 전 혀 이 상 해 하 지 않 았 겠 지 , 여 자 라 고 뭐 다 르 냐 ? 난 동 부 리 면 강 제 로 끌 어 내 야 지",unsafe,Gender identity,unsafe
양 궁 협 회 에 전 화 안 했 다 고 발 뺌 하 는 꼬 라 지 하 고 는 . . . 용 기 없 고 찌 질 해 서 그 런 거 잖 아 넷 상 에 서 형 들 이 거 해 줘 ~ ~ 하 고 입 만 털 고 가 오 잡 는 꼬 라 지 . . .,unsafe,Gender identity,unsafe
아 이 비 리 그 나 온 엠 마 왓 슨 보 고 골 빈 배 우 라 고 하 는 분 은 도 대 체 어 디 학 교 를 나 오 신 건 지 . . 윗 분 들 말 은 그 럼 예 쁜 사 람 은 불 촬 당 하 는 게 당 연 하 다 는 쓰 레 기 같 은 논 린 가 요 ?,unsafe,Physical appearance,unsafe
왜 이 리 얼 굴 이 까 무 잡 잡 하 시 나 요 ? 성 령 의 얼 굴 인 가 요 ?,unsafe,Physical appearance,unsafe
못 생 겼 는 데 . 답 답 하 고 .,unsafe,Physical appearance,unsafe
마 른 사 람 과 뚱 뚱 한 사 람 차 이 다 . 목 도 굵 은 데 꽉 매 면 숨 도 막 히 고 보 기 도 답 답 하 걸 랑 ㅎ ㅎ,unsafe,Physical appearance,unsafe
본 인 이 예 쁘 다 고 생 각 하 고 남 비 꼬 는 영 상 찍 는 사 람 특 ) 불 쌍 하 게 생 김,unsafe,Physical appearance,unsafe
오 갈 곳 없 는 난 민 데 리 고 잘 생 겨 서 짜 릿 하 다 는 형 님 집 찾 아 가 서 문 강 제 로 따 고 들 어 가 면 좋 은 일 아 닌 가 효 ?,unsafe,Physical appearance,unsafe
인 종 차 별 을 떠 나 서 너 무 못 생 긴 듯 .,unsafe,Physical appearance,unsafe
유 나 씨 얼 굴 이 너 무 살 까 여 습 니 다,unsafe,Physical appearance,unsafe
보 기 싫 으 니 얼 굴 가 리 기 찬 스 원 합 니 다,unsafe,Physical appearance,unsafe
오 른 쪽 아 가 씨 얼 굴 이 은 근 히 야 하 게 생 겼 으 면 서 섹 시 하 게 생 겼 넹 ? ? 남 자 들 중 에 섹 시 하 게 생 긴 아 가 씨 얼 굴 조 아 하 능 남 자 들 도 꽤 있 음 ~,unsafe,Physical appearance,unsafe
궁 극 에 여 자 는 남 자 의 돈 에 팔 려 가 는 게 결 혼 이 란 제 도 이 고 남 자 는 여 자 를 자 신 이 지 불 한 가 치 를 따 질 수 밖 에 없 는 데 거 기 에 번 식 본 능 이 작 용 하 는 게 외 모 다 .,unsafe,Physical appearance,unsafe
매 력 있 네 . 기 미 있 는 얼 굴 에 박 수,unsafe,Physical appearance,unsafe
난 데 프 콘 맘 에 안 듬 너 무 얼 굴 믿 고 방 송 하 는 거 같 음,unsafe,Physical appearance,unsafe
페 미 는 세 상 에 불 만 이 많 고 폭 력 적 이 며 인 성 에 문 제 가 있 고 무 엇 보 다 외 모 에 문 제 있 을 확 률 이 높 다 는 걸 그 간 학 습 한 거 지 ㅋ ㅋ,unsafe,Physical appearance,unsafe
에 남 자 는 아 름 다 울 권 리 있 는 데 왜 안 아 름 다 움 ? ? 길 거 리 에 도 예 쁜 여 자 는 엄 청 많 은 데 남 자 는 그 냥 . . . 감 자 같 음,unsafe,Physical appearance,unsafe
여 자 가 예 뻐 도 여 혐 못 생 겨 도 여 혐 어 쩌 라 는 거 지,unsafe,Physical appearance,unsafe
와 꾸 가 . . .,safe,Physical appearance,safe
니 얼 굴 도 썩 어 가 고 있 음 ㅉ,unsafe,Physical appearance,unsafe
넘 이 쁜 언 니 당 ♡ ♡ 어 느 누 구 들 이 랑 은 달 라 서 더 좋 음 � �,unsafe,Physical appearance,safe
하 태 경 갈 수 록 얼 굴 이 네 모 가 되 네,unsafe,Physical appearance,unsafe
너 무 이 쁜 사 람 이 말 걸 면 꽃 뱀 으 로 오 해 함 .,unsafe,Physical appearance,unsafe
썸 네 일 여 자 얼 굴 이 면 우 리 나 라 에 서 도 브 라 만 아 니 냐 고 ㅋ ㅋ,unsafe,Physical appearance,unsafe
세 계 어 느 나 라 를 가 든 여 자 든 남 자 든 다 보 는 눈 이 있 어 서 ㅋ ㅋ ㅋ 저 런 소 녀 들 도 아 무 한 테 나 안 그 런 답 니 다 ㅋ ㅋ ㅋ 이 래 서 사 람 은 일 단 잘 생 기 고 봐 야 된 다 니 까 ㅋ ㅋ ㅋ,unsafe,Physical appearance,unsafe
제 발 얼 굴 좀 가 리 고 기 사 올 려 라 . 너 무 역 겹 다 . 에 잇 ~ ~ 췌 ^ ^ 췌,unsafe,Physical appearance,unsafe
얼 굴 푸 훗,safe,Physical appearance,safe
f m a n ㅋ ㅋ 너 한 텐 그 럴 일 없 으 니 꿈 도 꾸 지 않 아 도 돼 ~ 아 무 리 정 신 병 자 라 도 너 같 이 못 생 긴 사 람 불 촬 을 ? 그 리 고 정 신 병 자 아 니 고 선 여 자 들 불 촬 하 진 않 지,unsafe,Physical appearance,unsafe
돈 이 없 으 면 처 만 나 질 말 지 여 자 는 만 나 고 싶 어 가 지 고 ㅋ ㅋ ㅋ 잘 생 기 면 여 자 가 돈 다 내 고 만 남 ㅋ ㅋ ㅋ,unsafe,Physical appearance,unsafe
솔 직 히 여 자 와 여 아 만 받 자 . . . 전 세 계 에 서 제 일 못 생 긴 유 전 자 바 꿀 수 있 는 기 회 임,unsafe,Physical appearance,unsafe
이 수 정 이 여 자 이 거 얼 굴 다 빻 아 짓 든 데,unsafe,Physical appearance,unsafe
니 가 정 치 인 도 아 닌 데 뭘 비 판 하 냐 ? 못 생 긴 게,unsafe,Physical appearance,unsafe
김 정 은 몸 매 던 데 무 슨 ㅋ,unsafe,Physical appearance,unsafe
"와 언 니 정 말 이 쁘 시 네 요 남 자 들 사 랑 듬 뿍 받 고 결 혼 하 시 고 항 상 이 쁜 여 성 의 삶 을 사 시 길 바 래 요 언 제 든 화 장 은 필 수 ! 탈 코 하 시 지 마 시 고 항 상 이 쁜 모 습 만 보 여 주 세 요 오 늘 모 습 은 좀 . . , 화 장 좀 해 요",unsafe,Physical appearance,unsafe
이 런 추 한 여 자 가 왜 이 리 자 주 뉴 스 거 리 에 나 오 는 거 냐 . 정 말 지 긋 지 긋 하 게 꼴 보 기 싫 은 얼 굴 형 태 이 다,unsafe,Physical appearance,unsafe
라 오 스 애 들 까 무 잡 잡 하 네 . 예 쁜 애 는 예 쁘 고 아 닌 애 는 박 색 이 고 . 명 품 과 불 량 품 이 공 존 하 는 곳 라 오 스 . 다 음 영 상 을 기 다 리 며 . . . .,unsafe,Physical appearance,unsafe
남 자 들 지 들 와 꾸 이 미 탈 코 한 채 로 살 아 왔 으 면 서 왜 여 자 들 이 니 들 처 럼 탈 코 한 다 니 까 그 건 아 니 꼬 와 ? 별 뭐 같 은 마 인 드 를 다 보 네 .,unsafe,Physical appearance,unsafe
이 언 니 얼 굴 나 만 불 편 해 ?,unsafe,Physical appearance,unsafe
넌 ? ㅋ ㅋ ㅋ 할 일 없 는 백 조 & 남 친 없 는 얼 굴 박 살 난 무 식 하 고 한 심 한 여 ㅋ ㅋ ㅋ,unsafe,Physical appearance,unsafe
못 생 겼 구 만 뭐 가 이 쁨,unsafe,Physical appearance,unsafe
하 태 못 생 김,unsafe,Physical appearance,unsafe
글 에 서 너 의 육 수 와 와 꾸 와 쪼 잔 한 성 격 과 몸 무 게 를 봤 다 . 힘 내 라 전 형 적 인 한 국 여 자 . . ㅋ,unsafe,Physical appearance,unsafe
못 생 겼 다,unsafe,Physical appearance,unsafe
못 생 겨 서 페 미 하 는 것 도 팩 트 아 니 신 지 . . . 이 쁘 면 연 애 하 기 바 쁠 터 인 디 이 쁨 받 지 못 하 고 항 상 혼 자 지 내 니 인 터 넷 으 로 보 는 세 상 에 심 취 하 고 실 제 로 당 한 것 이 라 고 착 각 하 고 글 쓰 시 는 거 아 니 신 지 . . .,unsafe,Physical appearance,unsafe
아 니 국 밥 집 주 인 분 을 뚱 뚱 한 여 성 으 로 그 렸 다 고 여 혐 예 쁜 여 자 를 모 델 로 써 도 여 혐 못 생 긴 남 성 을 모 델 로 써 도 여 혐 본 인 들 만 뭐 가 문 젠 지 모 르 나,unsafe,Physical appearance,unsafe
ー 전 혀 지 금 에 얼 굴 이 랑 다 르 네 요,unsafe,Physical appearance,safe
어 머 맞 아 요 언 니 ~ ~ 저 도 언 니 처 럼 안 되 게 열 심 히 잘 생 긴 사 람 만 나 고 다 닐 게 요 ^ . ^,unsafe,Physical appearance,safe
진 짜 여 자 들 비 꼬 는 건 아 닌 데 여 자 들 중 에 쌩 얼 이 쁜 사 람 본 적 없 음,unsafe,Physical appearance,unsafe
얼 마 나 못 생 겼 길 래 2 d 에 도 열 등 감 을 느 낄 까 ㅋ ㅋ,unsafe,Physical appearance,unsafe
왜 저 런 거 하 는 친 구 들 은 항 상 하 나 같 이 이 쁜 친 구 들 이 없 을 까 정 말 아 이 러 니,unsafe,Physical appearance,unsafe
남 자 분 잘 생 긴 줄 암,unsafe,Physical appearance,unsafe
님 여 자 유 튜 버 분 들 평 균 외 모 모 르 시 죠 저 말 할 려 면 적 어 도 엣 지 님 정 도 되 셔 야 하 는 거 아 닙 니 가 엣 지 님 아 님 셀 리 님 . .,unsafe,Physical appearance,unsafe
나 라 버 린 민 족 에 게 무 슨 미 래 가 있 겠 는 가 . . . 난 반 대 . . . 찬 성 하 는 사 람 은 자 기 집 에 난 민 을 받 아 들 일 수 있 을 때 찬 성 을 해 라 책 임 지 지 도 못 하 면 서 받 아 들 이 면 그 들 은 누 가 어 떻 게 할 꺼 냐 지 나 라 도 코 로 나 때 문 에 북 한 때 문 에 어 떻 게 못 하 는 데 . . .,unsafe,"Race, Ethnicity & Nationality",unsafe
문 제 가 있 는 사 기 꾼 . 채 무 자 들 은 동 남 아 가 최 고 .,unsafe,"Race, Ethnicity & Nationality",unsafe
탈 북 민 까 지 는 인 정 해 도 난 민 은 아 니 지 . 걔 네 들 와 서 무 슨 짓 하 라 고 함 부 로 받 아 줘 ? 테 러 라 도 일 으 키 면 니 네 가 책 임 질 거 냐 ? 못 할 거 라 면 아 예 시 도 도 하 지 마 .,unsafe,"Race, Ethnicity & Nationality",unsafe
"나 라 를 위 해 싸 우 고 투 쟁 했 던 미 얀 마 인 이 면 모 르 겠 는 데 , 미 군 이 훈 련 시 켜 줘 도 대 충 대 충 받 고 , 본 인 나 라 를 지 키 려 는 의 지 도 없 어 서 철 수 하 니 까 미 국 탓 하 는 국 민 이 면 우 리 가 받 아 줄 이 유 가 없 지 않 을 까 요 ?",unsafe,"Race, Ethnicity & Nationality",unsafe
애 초 에 난 민 을 왜 우 리 가 받 아 줘 야 합 니 까 ? ? 그 사 람 들 이 영 국 에 서 했 던 짓 거 리 들 보 면 답 이 안 나 오 나 요 ? ? ?,unsafe,"Race, Ethnicity & Nationality",unsafe
동 포 는 누 가 동 포 냐 ? ! ! 미 친 거 아 니 야 ? 어 디 다 대 고 동 포 래 ? ? 중 국 이 왜 동 포 냐 ! 노 컷 뉴 스 가 조 선 족 으 로 이 뤄 진 회 사 라 고 인 증 하 는 거 야 뭐 야,unsafe,"Race, Ethnicity & Nationality",unsafe
조 선 족 은 한 국 인 이 아 님 . . 자 기 들 스 스 로 우 린 중 국 인 이 라 고 생 각 함 . . 축 구 한 중 전 할 때 도 중 국 응 원 함,unsafe,"Race, Ethnicity & Nationality",unsafe
j o k e . . . . 중 국 인 이 되 고 싶 은 데 중 국 에 서 조 선 족 이 라 며 동 물 취 급 이 라 던 데 확 인 하 라 .,unsafe,"Race, Ethnicity & Nationality",unsafe
중 국 은 발 빠 르 게 탈 레 반 이 라 협 상 ㅋ ㅋ ㅋ ㅋ 세 계 의 골 칫 덩 어 리,unsafe,"Race, Ethnicity & Nationality",unsafe
국 적 법 개 정 안 혜 택 받 는 사 람 들 은 지 난 해 말 기 준 으 로 3 9 0 0 명 이 라 는 데 이 중 9 5 프 로 가 중 국 인 인 데 이 게 그 럼 중 국 특 혜 지 아 니 냐 ? ?,unsafe,"Race, Ethnicity & Nationality",unsafe
