텍스트,답,category
"물건 가벼운거 들게 했다고 그걸 차별이라 느낀다니..ㅋ 없는거 만들어 낼려니 별게 다 나오네. 왜... 여자도 군사훈련 받을수 있는데, 총도 들고 포도 들수 있는데, 그정도는 아닌데...  이런건 왜 차별이라고 안 느끼니?",unsafe,Gender identity
여성분들이 하나하나 트집잡고 차별이라고 불편해하니까 남성들도 똑같이 불편해하는건데? 성별갈등을 누가 먼저 불지폈는지 생각해보시길,unsafe,Gender identity
"[허영심 많고 남자에게 경제적으로 의존하는 존재] 맞는데요? 남자들은, 현대 사회에서의 대부분의 시간을 회소, 또는 공장에서 보내며 돈을 법니다. 그렇지만, 여자는? 고작 하는 것이 스타벅스 커피잔 모으기 아닌가요?",unsafe,Gender identity
여성 평등 신장을 위해 글을 쓰지 않고 백년전 조상들 욕을 하고 앉아있네. 백년전 못사는 시대에는 남성상위 사회가 생존에 적합했던거고 이제 모두가 잘사는 자본주의 경쟁시대에는 남녀평등이 사회의 경쟁력 강화에 도움이되기 때문인 것을. 멍청.,unsafe,Gender identity
"남자였으면 전혀 이상해하지 않았겠지, 여자라고 뭐 다르냐? 난동 부리면 강제로 끌어내야지",unsafe,Gender identity
양궁협회에 전화 안했다고 발뺌하는 꼬라지 하고는... 용기없고 찌질해서 그런 거잖아 넷상에서 형들 이거 해줘~~하고 입만 털고 가오 잡는 꼬라지...,unsafe,Gender identity
아이비리그 나온 엠마 왓슨보고 골빈 배우라고 하는 분은 도대체 어디 학교를 나오신건지.. 윗 분들 말은 그럼 예쁜 사람은 불촬 당하는게 당연하다는 쓰레기같은 논린가요?,unsafe,Physical appearance
왜이리 얼굴이 까무잡잡 하시나요? 성령의 얼굴인가요?,unsafe,Physical appearance
못생겼는데. 답답하고.,unsafe,Physical appearance
마른 사람과 뚱뚱한 사람 차이다. 목도 굵은데 꽉 매면 숨도 막히고 보기도 답답하걸랑 ㅎㅎ,unsafe,Physical appearance
본인이 예쁘다고 생각하고 남 비꼬는 영상 찍는 사람특 ) 불쌍하게 생김,unsafe,Physical appearance
오갈곳 없는 난민 데리고 잘생겨서 짜릿하다는 형님 집 찾아가서 문 강제로 따고 들어가면 좋은 일 아닌가효?,unsafe,Physical appearance
인종차별을 떠나서 너무 못생긴듯.,unsafe,Physical appearance
유나씨 얼굴이 너무 살까여습니다,unsafe,Physical appearance
보기 싫으니 얼굴 가리기찬스 원합니다,unsafe,Physical appearance
오른쪽 아가씨 얼굴이 은근히 야하게 생겼으면서 섹시하게 생겼넹?? 남자들 중에 섹시하게 생긴 아가씨 얼굴 조아하능 남자들도 꽤 있음~,unsafe,Physical appearance
궁극에 여자는 남자의 돈에 팔려가는게 결혼이란 제도이고 남자는 여자를 자신이 지불한 가치를 따질수 밖에 없는데 거기에 번식본능이 작용하는게 외모다.,unsafe,Physical appearance
매력있네.기미있는얼굴에 박수,unsafe,Physical appearance
난 데프콘 맘에 안듬 너무 얼굴 믿고 방송하는거 같음,unsafe,Physical appearance
페미는 세상에 불만이 많고 폭력적이며 인성에 문제가 있고 무엇보다 외모에 문제있을 확률이 높다는걸 그간 학습한거지 ㅋㅋ,unsafe,Physical appearance
에 남자는 아름다울 권리 있는데 왜 안 아름다움?? 길거리에도 예쁜 여자는 엄청 많은데 남자는 그냥...감자같음,unsafe,Physical appearance
여자가 예뻐도 여혐  못생겨도 여혐 어쩌라는거지,unsafe,Physical appearance
와꾸가...,safe,Physical appearance
니 얼굴도 썩어가고 있음ㅉ,unsafe,Physical appearance
넘 이쁜언니당♡♡ 어느 누구들이랑은 달라서 더 좋음😊,safe,Physical appearance
하태경 갈수록 얼굴이 네모가 되네,unsafe,Physical appearance
너무 이쁜 사람이 말 걸면 꽃뱀으로 오해함.,unsafe,Physical appearance
썸네일 여자 얼굴이면 우리나라에서도 브라만 아니냐고 ㅋㅋ,unsafe,Physical appearance
세계 어느나라를 가든  여자든 남자든 다 보는 눈이 있어서  ㅋㅋㅋ    저런 소녀들도  아무한테나  안그런답니다  ㅋㅋㅋ  이래서 사람은  일단  잘생기고  봐야된다니까  ㅋㅋㅋ,unsafe,Physical appearance
제발 얼굴 좀 가리고 기사 올려라. 너무 역겹다. 에잇 ~~췌 ^^췌,unsafe,Physical appearance
얼굴 푸훗,safe,Physical appearance
fman ㅋㅋ 너한텐 그럴일 없으니 꿈도 꾸지않아도 돼~아무리 정신병자라도 너같이 못생긴 사람 불촬을? 그리고 정신병자 아니고선 여자들 불촬하진 않지,unsafe,Physical appearance
돈이 없으면 처만나질 말지 여자는 만나고싶어가지고 ㅋㅋㅋ 잘생기면 여자가 돈 다내고 만남ㅋㅋㅋ,unsafe,Physical appearance
솔직히 여자와 여아만 받자... 전세계에서 제일 못생긴 유전자 바꿀수있는 기회임,unsafe,Physical appearance
이수정 이여자이거 얼굴 다빻아짓든데,unsafe,Physical appearance
니가 정치인도 아닌데 뭘 비판하냐? 못생긴게,unsafe,Physical appearance
김정은몸매던데 무슨ㅋ,unsafe,Physical appearance
"와 언니 정말 이쁘시네요 남자들 사랑 듬뿍 받고 결혼하시고 항상 이쁜 여성의 삶을 사시길 바래요 언제든 화장은 필수! 탈코 하시지 마시고 항상 이쁜 모습만 보여주세요 오늘 모습은 좀..,화장 좀 해요",unsafe,Physical appearance
이런 추한 여자가 왜이리 자주 뉴스거리에 나오는 거냐.정말 지긋지긋하게 꼴보기 싫은 얼굴형태이다,unsafe,Physical appearance
라오스애들 까무잡잡하네. 예쁜애는예쁘고 아닌애는 박색이고. 명품과불량품이 공존하는곳 라오스.다음 영상을 기다리며....,unsafe,Physical appearance
남자들 지들 와꾸 이미 탈코한채로 살아왔으면서 왜 여자들이 니들처럼 탈코한다니까 그건 아니꼬와? 별 뭐같은 마인드를 다보네.,unsafe,Physical appearance
이 언니 얼굴 나만불편해?,unsafe,Physical appearance
넌?ㅋㅋㅋ 할 일 없는 백조 & 남친 없는 얼굴 박살난 무식하고 한심한 여ㅋㅋㅋ,unsafe,Physical appearance
못생겼구만 뭐가이쁨,unsafe,Physical appearance
하태못생김,unsafe,Physical appearance
글에서 너의 육수와 와꾸와 쪼잔한 성격과 몸무게를 봤다. 힘내라 전형적인 한국여자..ㅋ,unsafe,Physical appearance
못생겼다,unsafe,Physical appearance
못생겨서 페미 하는것도 팩트 아니신지...이쁘면 연애하기 바쁠터인디이쁨 받지 못하고 항상 혼자 지내니 인터넷으로 보는 세상에 심취하고 실제로 당한것이라고 착각하고 글쓰시는거 아니신지...,unsafe,Physical appearance
아니 국밥집 주인분을 뚱뚱한 여성으로 그렸다고 여혐 예쁜 여자를 모델로 써도 여혐 못생긴 남성을 모델로 써도 여혐 본인들만 뭐가 문젠지 모르나,unsafe,Physical appearance
ー전혀 지금에 얼굴이랑 다르네요,safe,Physical appearance
어머 맞아요 언니~~ 저도 언니처럼 안되게 열심히 잘생긴사람 만나고 다닐게요^.^,safe,Physical appearance
진짜 여자들 비꼬는건 아닌데 여자들중에 쌩얼 이쁜사람 본적없음,unsafe,Physical appearance
얼마나 못생겼길래 2d에도 열등감을 느낄까 ㅋㅋ,unsafe,Physical appearance
왜 저런거 하는친구들은 항상 하나같이 이쁜친구들이 없을까 정말 아이러니,unsafe,Physical appearance
남자분 잘생긴줄암,unsafe,Physical appearance
님 여자 유튜버분들 평균 외모 모르시죠 저말 할려면 적어도 엣지님 정도 되셔야하는거 아닙니가 엣지님아님 셀리님..,unsafe,Physical appearance
나라 버린 민족에게 무슨 미래가 있겠는가 ... 난 반대 ... 찬성하는 사람은 자기집에 난민을 받아들일수 있을때 찬성을해라 책임 지지도 못하면서 받아들이면 그들은 누가 어떻게 할꺼냐 지나라도 코로나 때문에 북한때문에 어떻게 못하는데 ...,unsafe,"Race, Ethnicity & Nationality"
문제가 있는 사기꾼. 채무자들은 동남아가 최고.,unsafe,"Race, Ethnicity & Nationality"
탈북민 까지는 인정해도 난민은 아니지. 걔네들 와서 무슨 짓 하라고 함부로 받아줘? 테러라도 일으키면 니네가 책임질거냐? 못할거라면 아예 시도도 하지 마.,unsafe,"Race, Ethnicity & Nationality"
"나라를 위해 싸우고 투쟁했던 미얀마인이면 모르겠는데, 미군이 훈련시켜줘도 대충대충 받고, 본인 나라를 지키려는 의지도 없어서 철수하니까 미국탓하는 국민이면 우리가 받아줄 이유가 없지 않을까요?",unsafe,"Race, Ethnicity & Nationality"
애초에 난민을 왜 우리가 받아줘야합니까?? 그 사람들이 영국에서 했던 짓거리들 보면 답이 안나오나요???,unsafe,"Race, Ethnicity & Nationality"
동포는 누가 동포냐?!! 미친거 아니야? 어디다대고 동포래?? 중국이 왜 동포냐! 노컷뉴스가 조선족으로 이뤄진 회사라고 인증하는거야 뭐야,unsafe,"Race, Ethnicity & Nationality"
조선족은 한국인이 아님.. 자기들 스스로 우린 중국인이라고 생각함..축구 한중전할때도 중국응원함,unsafe,"Race, Ethnicity & Nationality"
joke....중국인이 되고 싶은데 중국에서 조선족이라며동물취급이라던데 확인하라.,unsafe,"Race, Ethnicity & Nationality"
중국은 발빠르게 탈레반이라 협상 ㅋㅋㅋㅋ 세계의 골칫덩어리,unsafe,"Race, Ethnicity & Nationality"
국적법개정안 혜택받는 사람들은 지난해말 기준으로 3900명이라는데 이 중  95프로가 중국인인데 이게 그럼 중국 특혜지 아니냐??,unsafe,"Race, Ethnicity & Nationality"
흑인은 일단수갑부터채워야해,unsafe,"Race, Ethnicity & Nationality"
극우시위 맞음? 흑인이 왜 극우시위에 참여해?,unsafe,"Race, Ethnicity & Nationality"
동포란말 쓰지마라 그들국적이 중국이야 중국인이라고 제발 중국인들 이미지 세탁좀하지마라,unsafe,"Race, Ethnicity & Nationality"
매국언론 또 시작이다. 싸구려온정주의 로 프랑스가 어케되는지 안보이냐? 정신좀차려라. 지구상에 난민은없다. 99%가 가짜난민이다. 난민.이주민? 불법이민자들이다. 외국인들한테 나라팔아먹는짓좀 작작해라.,unsafe,"Race, Ethnicity & Nationality"
자칭 신사의 나라....???? 병으로 얼굴을 까는 것이 그들이 말하는 매너..???? 쪽 수도 많은 것 같은데 최소한 맨주먹으로 붙어야 신사 답지 않나...???,unsafe,"Race, Ethnicity & Nationality"
탈레반 근처에 누가 있는지를 생각하고 중국이 지금 누구를 탄압하고 있는 지 생각해 보아라 모든 총구는 중국으로!!!,unsafe,"Race, Ethnicity & Nationality"
결론: 과거 모든 역사에 안좋은 영향을 끼친건 영국이다,unsafe,"Race, Ethnicity & Nationality"
이미지메이킹을 제일 잘한 나라가 영국. 저런 놈들을 어떻게 신사라고 부르는지..,unsafe,"Race, Ethnicity & Nationality"
실제로 어느 국가에서 난민수용 했다가 난민들이 단체까지 만들어서 지들이 주인행세한적이 있었죠... 난민도 집이 생기고 배부르면 어떻게 변할지 뻔함....,unsafe,"Race, Ethnicity & Nationality"
"중국 동포? 북한 같애...쟤들은 한,중 국대 축구경기에 중국응원하는 중국인일 뿐이야...",unsafe,"Race, Ethnicity & Nationality"
싫어요 조선조크!아웃,unsafe,"Race, Ethnicity & Nationality"
동남아 개재수없다 아,unsafe,"Race, Ethnicity & Nationality"
반대5개?? 요즘 네이버 조선족하고 중국애들 댓글조작 많이 하던데 역시나 ㅋㅋ 많이들 난입 했네,unsafe,"Race, Ethnicity & Nationality"
흑인들이 폭력으로 시위하고 폭력이나 범죄 저지르는 횟수가 엄청높다 지네들이 다 저러고 다니니 참 그리고 왜 경찰이 멈추라 하는데 안멈추냐 반대로 백인경찰이 흑인한테 총살당한다고 백인들이 다 저렇게 들고 일어서거나 폭동일으키진 않는다,unsafe,"Race, Ethnicity & Nationality"
또 영국이 영국했구나..,safe,"Race, Ethnicity & Nationality"
난민은 같은 이슬람국가에 보내고... 차라리 지원금을 보내야..... 유럽 꼴을 보라고,unsafe,"Race, Ethnicity & Nationality"
솔까 동양인들이 생긴거나 체격이 좀 약하지...,unsafe,"Race, Ethnicity & Nationality"
아닌건아닌겨!! 이좁은땅덩어리에 조선족에 아프간난민들까지오면 언제 무슨일이 일어날지모른다,unsafe,"Race, Ethnicity & Nationality"
아직도 조선족을 동포라고 생각하는 사람있나요???,unsafe,"Race, Ethnicity & Nationality"
조선족들 중국으로 다돌아갔으면 속이 시원하겠다😎,unsafe,"Race, Ethnicity & Nationality"
맞아요ㅠ 북한이 전세계적으로 망나니짓을 항상 하지요ㅠ 세계적인 깡패짓으로 유명하지요 ㅠ 참 슬프고 답답하지요~ㅠ 우리의 똑똑한 탈북민들~응원하고~축복합니다~힘내시고~홧팅하셔요~^^~,unsafe,"Race, Ethnicity & Nationality"
그냥 서운해 할 것도 없고 중국어 쓰고 중국인으로 사세요. 한국 오지도 말고.. 그럼 아무 문제 없음,unsafe,"Race, Ethnicity & Nationality"
훠훠훠훠훠~~~~~ 남조선을 잡탕의 나라로 만들겠슙니돠 훠훠훠훠훠~~~,unsafe,"Race, Ethnicity & Nationality"
흑인이면 일단 잡아넣고 보는구나 대단하다 미국경찰,unsafe,"Race, Ethnicity & Nationality"
세상에  대한민국국민들처럼   말안듣는민족이   어딨어?,safe,"Race, Ethnicity & Nationality"
그렇게 걱정되면 예멘으로 go~!! home!!,unsafe,"Race, Ethnicity & Nationality"
인종차별하면 안되지만...흑인들 동양인을 개무시한단말이지 ㅋㅋ그리고 꼭 경찰에 반항잘함,unsafe,"Race, Ethnicity & Nationality"
동포는 무슨 중국인 구분 못하냐?  어디서 감히 동포라는 말을 써?  MBC 그러고도 봐주길 바라냐?,unsafe,"Race, Ethnicity & Nationality"
선택지라면 갤럭시 혹은 애플이지.. 미세먼지국 제품 쓰는 정신나간 사람은 없겠지..,unsafe,"Race, Ethnicity & Nationality"
한국인 탈북민 둘다 중공은 천년의 적이다라고 생각한다. 하지만 조선족은 중공 만세를 외치지 이게 시작부터 다른거야,unsafe,"Race, Ethnicity & Nationality"
중국놈들은 믿을게 못된다고 니네 아빠가 그랬단다.,unsafe,"Race, Ethnicity & Nationality"
외국에서 베트남애들 몰려 있으면 눈 깔고 지나가야 함,unsafe,"Race, Ethnicity & Nationality"
중국동포같은 소리하네! 그냥 중국인!,unsafe,"Race, Ethnicity & Nationality"
조선족여자 중국방송나와서 김치담그며 중국음식이라고ㆍ 조선족은 한국인아니고 중국인 중국으로 다보내고 한국어 배우지마,unsafe,"Race, Ethnicity & Nationality"
중국인들   문제야  문제,unsafe,"Race, Ethnicity & Nationality"
"제대로된 무궁화꽃이피었습니다는 아니군요. 뭣보다, 동남아.. 참 또 뭘 빼먹으려고 저러나. 또 무슨 트집을 잡아 뒤통수를 치려고 저러나...",unsafe,"Race, Ethnicity & Nationality"
국뽕도 좋지만 저건 좀 오바네. 대한민국 국민이 일본사람처럼 행동하면 안되죠^^,unsafe,"Race, Ethnicity & Nationality"
"자국민 보호가 우선이니까 아무도 뭐라하지 못 함 솔직히 우리나라도 난민들 들여와서 좋은 뉴스 못 둘었음 물론 성실한 사람들도 있겠지만 종특인지 특이한건지 하나같이 게으르고 이기적임. 이슬람 사원을 지어달라하질 않나, 지들끼리 타운 만들어서 설치질 않나;",unsafe,"Race, Ethnicity & Nationality"
조 ㅅ선족. 벳남 이런애들은 이유불문하고 귀화금지 시켜라. 이것들이 귀화해서 한국 시민의식 수준 엄청 떨어뜨린다 . 주변에도 있다,unsafe,"Race, Ethnicity & Nationality"
중국이 인도랑 국경문제로 자주 다퉜잖아요 중국에 비해 인도는 통제가 잘 안될거란걸 알고 중국이 이런것도 계산하고 일부러 바이러스를 퍼뜨린게 아닐까요?,unsafe,"Race, Ethnicity & Nationality"
백인이 흑인 차별하고 그 차별당하는 흑인들은 동양인차별함,unsafe,"Race, Ethnicity & Nationality"
에구인도는 답없다,unsafe,"Race, Ethnicity & Nationality"
근데ㅋㅋㅋ 태양열은 얼마나 많이 받았으면 흑인이 됌?,unsafe,"Race, Ethnicity & Nationality"
북한 저리가네 ㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
난민이라 안되는거도 있지만 예맨이라 안됨... 어린애랑 결혼하는 민족 마약을 수시로 먹음,unsafe,"Race, Ethnicity & Nationality"
난민들절대수용안됨.지금도한국토종은줄고있고.외국잡종들이판을치고있음.중국이나.북한에서받아줌좋으련만. .,unsafe,"Race, Ethnicity & Nationality"
ㅋㅌㅋㅋㅋㅋㄱ병옮긴건 사실 홍인들이자나ㅋㅌㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
난민은 절대반대. 하지만 우리나라에 도움이되었던 사람이라면 얘기는 다르지.그들만큼은 데려와야한다.,unsafe,"Race, Ethnicity & Nationality"
난민입국 찬성하는 사람집에 한두명씩 보내면 되겠네요,unsafe,"Race, Ethnicity & Nationality"
황인들은 저런거 없냐 흑인들은 똘똘 뭉쳐서 이겨내고 있는데 황인은.....,unsafe,"Race, Ethnicity & Nationality"
인도가  무슨  민주주의  국가인가요   여성 인권과   태어 나면서  부터   부모가  하충민이면   그  아들도   그다음  세대 까지도   하충민  이고   아동   성범죄와  강간의  왕국  이지   무슨  민주주의  국가라고,unsafe,"Race, Ethnicity & Nationality"
조선족으로만 해도 머리 터질거같은데 무슬림들까지 쳐 들어오네,unsafe,"Race, Ethnicity & Nationality"
니들 아프가니스탄 넘들은 한국에 전쟁나면 총기+ 탱크 +전투기 + 버리고 또 도망갈듯 이게 이나라 민족근성임!!,unsafe,"Race, Ethnicity & Nationality"
근 20년 동안이나 시간이 있었지만 자력없이 외부에만 의존해온 나라의 최후,unsafe,"Race, Ethnicity & Nationality"
응 이란 쫄따구,unsafe,"Race, Ethnicity & Nationality"
역시 중국이 중국 했네  ㅎ ㅎ,unsafe,"Race, Ethnicity & Nationality"
님들 그거 알음? 흑인을 노예로 팔아먹는 애들이 같은 흑인이라는 거,unsafe,"Race, Ethnicity & Nationality"
인도는 길거리아무데나 똥싸는나라아님? 개더럽던데,unsafe,"Race, Ethnicity & Nationality"
인도는 죽음에나라 되었네... 저정도면 망한나라라고 생각이드네...,unsafe,"Race, Ethnicity & Nationality"
왜동포라고부르나요,safe,"Race, Ethnicity & Nationality"
난민을 홈스테이로 아는건가?? 뭘 받아준단건지 모르겠네 난민 반대지만 설령 들어와도 난민 시설에 모아놓을텐데,unsafe,"Race, Ethnicity & Nationality"
이웃집찰스에 나온 아프가니스탄 가족만 봐도 답이 없음 그냥 탈레반식 대로 살거나 같은 이슬람 국가로 가야함,unsafe,"Race, Ethnicity & Nationality"
미개한 미국.. 나라 꼴이 점점,unsafe,"Race, Ethnicity & Nationality"
저 이민자들 분명 강력범죄를 저지를 것이다,unsafe,"Race, Ethnicity & Nationality"
중국도 테러 한번 당해봐야 정신차리지.,unsafe,"Race, Ethnicity & Nationality"
저런법 만들어놓으면 국민들이나 필요한 사람들은 혜택 못보고 ...꼭 불법체류 외국인 중국인들만 혜택보는거 같더라...이용해먹을수 있는 사람들만 이용해먹는 법,unsafe,"Race, Ethnicity & Nationality"
어느 탈북자들 처럼 분탕칠까  겁난다  꼴에 어느당에 입성해서 시위나하고 풍선이나 날리고ㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
솔직히 중간에 중국이나 북한 정도는 나올줄 알았는데 후보가 너무 뻔해서? 밋밋하긴 하네요..ㅋㅋ 하긴 북한은 나라가 아니지..,unsafe,"Race, Ethnicity & Nationality"
돼지 같이 피둥피둥 살찐 미국의 백인 경찰들이 잔뜩 쫄아서 저런 과잉대응을 하는 거지. 잔뜩 겁먹어서 손이 부들부들 떨리는게 다 보이네. 미국의 경찰들은 질이 너무 낮은 것들이 많은듯...,unsafe,"Race, Ethnicity & Nationality"
저런곳에서 살아간다니~바이러스 인도에서 생기면~지구 멸망~내일 당장 생겨도 이상하지 않은 더러운 곳,unsafe,"Race, Ethnicity & Nationality"
조선족이 좀 그만들어오라해,unsafe,"Race, Ethnicity & Nationality"
자기네 나라에서는 말한마디 못하는 것들이~ 프랑스가 지네나라인줄아네,unsafe,"Race, Ethnicity & Nationality"
같은민족~ 개소리하는것들은 몽등이가 약임~!!,unsafe,"Race, Ethnicity & Nationality"
중동난민들은 어디 가지말고 자국에서 죽든지 싸우든지 하라.,unsafe,"Race, Ethnicity & Nationality"
"아프간 같은 구석기 시대 수준의 개막장 국가에서 코로나 추적, 검사를 제대로 하겠냐? 걸려도 모르고 가는 거지.",unsafe,"Race, Ethnicity & Nationality"
중국서 태여났으면 중국인임  글고  중국공산당이다,unsafe,"Race, Ethnicity & Nationality"
동남아는 애초에 인종이 완전히 다른데 아시아인이라 묶이니 지들이랑 피부색이 비슷할줄 아나 ㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
한국에 돈벌러왔으면 열심히돈이나벌어 폐 끼치지말구 법 잘따르고 동포니 한국계 중국인이니 그냥 중국인이니 그런거 신경쓸거 없고 문명한 외국인으로 기억에 남도록 잘해보자구 화이팅!!!,safe,"Race, Ethnicity & Nationality"
난민 받기 싫어서 EU 탈퇴한 영국이 이런 이야기 하면 안되는데...,unsafe,"Race, Ethnicity & Nationality"
어떻하냐 스페인 범죄의 천국이 되겠네. 미국 흑인 인구비 10% 살인범죄중 흑인이 73%.,unsafe,"Race, Ethnicity & Nationality"
흑인의 상당수는 인종차별에 폭력성이 강한데 대법관 후보라니,unsafe,"Race, Ethnicity & Nationality"
국제사회에서 러시아를 뺄수없나?ㅠ,safe,"Race, Ethnicity & Nationality"
중국동포분들 돈많이 벌어서 중국에서 편안하고 행복하게 잘사십시요~~,safe,"Race, Ethnicity & Nationality"
백인들보다 흑인들이 인종차별더심하던데?ㅋㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
중국산 전투식량 제발~러시아에게 줘라~먹고...설사하고..설사...설사...,unsafe,"Race, Ethnicity & Nationality"
이런거 볼때마다 흑인들은 내로남불이 심한거 같네,unsafe,"Race, Ethnicity & Nationality"
영국이 똑똑하네. 우리도 여자와 아이만 받자.저 동네 남자들은 노답임.,unsafe,"Race, Ethnicity & Nationality"
흑인들이 정의는 아니다 동양인 차별하는거 봐라,unsafe,"Race, Ethnicity & Nationality"
헬조선이라고 하는 놈들은 인도를 가보시길,unsafe,"Race, Ethnicity & Nationality"
만악의 근원 영국,unsafe,"Race, Ethnicity & Nationality"
인도네시아도 난민들 받아주는 우주최강 민주국가라는 남조선에서도 볓백만 난민 거둬주자 난민받지않으면 자유 평화 민주웨칠자격없다 !,unsafe,"Race, Ethnicity & Nationality"
"조선족? 그냥 중국 사람이다,추방이 답!",unsafe,"Race, Ethnicity & Nationality"
인종 차별이 싫으면... 자국으로 가는수 밖에 없음... 아니면 국적을 바꾸던가...,unsafe,"Race, Ethnicity & Nationality"
유럽등이 무분별하게 가짜 난민을 유입해서 많은 문제점이 현재 진행중입니나,unsafe,"Race, Ethnicity & Nationality"
돈만 되면 뭐든하는 대륙의 클라스..,unsafe,"Race, Ethnicity & Nationality"
베트남 인간들이 한국을 어떻게 생각하는지 본심을 취재하세요 아시면서 구지 외면하는건,unsafe,"Race, Ethnicity & Nationality"
맞어 재들은 자기들중국인이라고 생각함.돈벌러온것뿐이지,unsafe,"Race, Ethnicity & Nationality"
"똥싸는 소리..똥을 왜 우리가 치워?미국 땅덩어리 엄청크다. 미국에서 해결해라,",unsafe,"Race, Ethnicity & Nationality"
필리핀에서 여자 꼬시면 피나이티비 같은 여자 만나다. 목이 말라도 구정물은 안되요,unsafe,"Race, Ethnicity & Nationality"
인도=한국?? 잠꼬대하냐?,unsafe,"Race, Ethnicity & Nationality"
그럼 미국이 세상에서 가장 미개한 나란가?,unsafe,"Race, Ethnicity & Nationality"
외노자지무슨대한외국인 외국인노동자,unsafe,"Race, Ethnicity & Nationality"
중국국적포기하고 오면될텐데 안하는 이유는,unsafe,"Race, Ethnicity & Nationality"
조선족아님?  한국말하고 다니는 조선족들때문에 문제임,unsafe,"Race, Ethnicity & Nationality"
또 테러가 판을 치겠구만 특히 미쿡,unsafe,"Race, Ethnicity & Nationality"
NO JAPAN은 되는데 NO CHINA는 안돼? 웃기고 있네. 중국이 일본보다 훨씬 싫어. 비교도 안돼.,unsafe,"Race, Ethnicity & Nationality"
자기 나라는 스스로 지킬 생각을 해야지 내몰나라 해놓고 정부가 무너지니까 다른 나라로 가면 누가 좋아할까..정말로 이기적이고 미련한 민족이네.,unsafe,"Race, Ethnicity & Nationality"
"동성애 인정해달라는건 좋다. 다만, 성정체성 혼란오는 청소년층에게 문제가 될 소지가 있어 초.중.고등학교를 따로 나누어야만할거 같다.",unsafe,Sexual orientation
무지개는 아이들의 꿈을 싣는 상징인것인데.. 변태들이 이용하여 더러운 것으로 만들면 안된다. 좋은 거 다 빼기면 다 정상이 될거라는 생각 자체가 비정상인거다.,unsafe,Sexual orientation
커밍아웃 = 자신의 이상성욕을 남한테 말하는 정신병 누가 난 화장실 몰카를 좋아해! 난 아동포르노를 좋아해! 이러면 정상인으로 보이겠냐?,unsafe,Sexual orientation
남자와 여자 사이의 아수라백작은 뭐냐?,unsafe,Sexual orientation
아니 그니까 니들 하고 싶은대로 하는거 요즘 안 막으니까 그렇게 살라고~ 무슨 동성애에 대해 남들이 가지고 있는 비판적인 생각까지 지들멋대로 제단 못해 난리야~,unsafe,Sexual orientation
에이즈나 불태워라!!!! 남성간 성행위 그만두고.,unsafe,Sexual orientation
동성애를 내 아이들에게 교육 시키며 타고난 성별이 아니라 내 기분과 마음에 따라 성별을 바꿀 수 있다는 정신병적 가치관을 아이들에게 세뇌시킬 수 없습니다 동성애 옹호 조장하는 차별금지법 반대합니다,unsafe,Sexual orientation
팩트가 뭔지도 모르고 씨부리지 마라. 남군으로 입대했는데 하루 아침에 여군이 되었다. 남군으로 전역하고 다시 여군으로 입대하면 이상 없는데 본인만 생각하고 주변은 생각 안한거야.,unsafe,Sexual orientation
야 쟤 여자/남자 인데 이성만 좋아한데;;; 진짜 개이상해... 내주변에 저랜새끼 있는게 소름끼친다... 나 이성애자 반대 캠페인 다니는데 진짜 기분나빠... 이거랑 뭐가 다르냐,unsafe,Sexual orientation
제일 궁금한게 똥싸는 굵기가 고추랑 크게 다르지 않을텐데 그러면 평소에도 남자들이 전립선 자극을 느끼나요 똥살때요,unsafe,Sexual orientation
주민번호 t로 시작하게해줘 . 그래도 차별이라고 하겠지 정신병자들,unsafe,Sexual orientation
여자끼리 동성은 이해가 조금은 간다....남자끼리 동성은 우웩,unsafe,Sexual orientation
동성애 합법화 절대 반~~~대!!!,unsafe,Sexual orientation
누가 이해하나??? 여성으로 성전환해서 여군들어간다는데 그게 누굴위한 인권인가????,unsafe,Sexual orientation
나는 동성애가 싫습니다,safe,Sexual orientation
동성이라는 애들이 남자 역할 여자 역할을 나누는 것 자체가 동성이 정상이 아니란걸 인정하는 거라고 볼 수 있지.,unsafe,Sexual orientation
"다들 여자로 패싱=취급 되고싶어(받고싶어) 라고 생각해서 트젠이라는 사람들이 많은데 그럼 성별을 바꾸는게 아니라 정해진 성역할을 없애는게 낫지않을까요? 어떻게 x 달고 여자라는건지,,,",unsafe,Sexual orientation
나는 이성애 존중해 근데...좀 당황스럽다..이성을 좋아한다는 거 사실 좀 역겹더라고..막 이성만 보면 두근대고 그래..? 난 이해 못하겠어..어떻게 그래?,unsafe,Sexual orientation
동성애는 혐오해야되는 대상 맞는거같은데,unsafe,Sexual orientation
동성혼이 법적으로 허락된다면 부모와 자식 간의 사랑 남매간의 사랑도 인정해야 하므로 합법으로는 반대합니다.,unsafe,Sexual orientation
동성애를 허락해주는것은 인간기초질서를 무너트리는 짓거리입니다,unsafe,Sexual orientation
성소수자들을 보면 죽빵을 날리겠다!,unsafe,Sexual orientation
동성애는 불행의 지름길이라고 보면 되지,unsafe,Sexual orientation
차별금지법은 숨은 의도는 성소수자 차별금지 입니다. 그들의 간교한 계략에 속지 맙시다.,unsafe,Sexual orientation
